unique_id,caller_id,caller_imei,callee_id,callee_imei,call_start_time,call_end_time,call_duration,call_type,call_result,cell_id,caller_imsi,callee_imsi,service_type,longitudine,latitudine
f5c914b2-85c5-4f68-8985-27e35b1b52ae,c,872617881460192,+4073656092,133875500286713,2024-02-14 13:38:49,2024-02-14 13:39:57,68,outbound,answered,3353987,766821036089059,923046152281287,voice,26.651115,46.963806
bcb526c5-7681-4c85-8f1a-1975b56ef069,b,400984882597371,+4073354422,081854361107491,2023-12-14 13:24:34,2023-12-14 13:25:04,30,outbound,answered,46581634,107724864326137,988335120933906,voice,26.724525,46.96397
14c8631b-bed8-40e2-bedf-dfd256325858,b,166722821996517,+4073383940,458550295207836,2024-02-19 11:49:34,2024-02-19 11:49:44,10,outbound,answered,1131459,393001998751720,456219187805325,voice,26.705703735352,46.960372924805
cc54e49a-10f5-42f9-805a-01022b9b2222,b,105033264316944,+4073835602,880232373084382,2024-01-26 15:20:40,2024-01-26 15:22:08,88,inbound,answered,46581634,235986703252557,610571615512278,voice,26.724525,46.96397
da1b4834-77d0-4cc6-a940-cb5151f3924d,a,279640641986958,+4073412192,876299489475059,2024-01-10 15:00:28,2024-01-10 15:02:40,132,inbound,answered,34114,551265949156517,523720881315305,voice,26.672744750977,46.960372924805
53bc8a0d-9845-497f-bb10-04fed3a2d573,a,815698470769632,+4073630491,744931473446600,2023-12-06 13:40:45,2023-12-06 13:41:32,47,inbound,answered,31822,141132099353077,592412232959298,voice,26.700210571289,46.989212036133
bc98ad76-590c-4a16-8963-ec47a5640bd5,c,437850909504093,+4073889588,793904999097904,2024-01-13 09:17:45,2024-01-13 09:18:44,59,inbound,answered,1166226,385120950327203,099197768052606,voice,26.707077026367,46.976852416992
f150e22f-029b-49c8-91bd-16b4fd4bc44f,c,202662333828310,+4073006317,087885180711752,2024-01-25 19:34:22,2024-01-25 19:34:24,2,inbound,answered,34114,098460093883340,417233507432149,voice,26.672744750977,46.960372924805
b81acbf2-0af6-45df-88e9-b98b4d6dd762,b,986664223207784,+4073307227,960436591413542,2024-01-25 12:31:58,2024-01-25 12:32:21,23,inbound,answered,85345215,133996861847313,797215443914798,voice,26.668625,46.960373
78c66acd-fc1e-4019-8510-c8c79ff60480,b,973376205384784,+4073722639,337008087254438,2024-02-21 12:48:00,2024-02-21 12:49:08,68,outbound,answered,44116,838098109139587,892526608832141,voice,26.689418,46.963222
677b071d-8e5b-456a-aa6e-8c9c87dbb182,h,275619885159081,+4073886524,755300398129240,2023-12-20 17:14:20,2023-12-20 17:15:05,45,inbound,answered,46500928,929357689053441,980747098771966,voice,26.653112,46.96088
b7b299ad-71f5-4ecb-8aa3-abfc23f2f5ed,c,344255309396286,+4073703703,706186791823151,2023-12-06 15:42:06,2023-12-06 15:43:00,54,outbound,answered,17341,016320449880725,457966831490745,voice,26.727076,46.963142
14c696a2-433d-45e2-bc30-809159921580,a,099293073918943,+4073385947,740644341407235,2024-01-11 10:37:33,2024-01-11 10:37:35,2,outbound,answered,14114,413032712510897,738972233561195,voice,26.686821,46.960373
f171410c-b528-4273-b6a7-a2a8173568f3,c,712114926543634,+4073095513,138024768560786,2024-03-05 09:20:51,2024-03-05 09:20:53,2,inbound,answered,1145934,150271942696939,508749378961266,voice,26.728135,46.971818
c12ad7e0-d011-46ad-aa35-8a0691636207,b,111604520406377,+4073890772,675915667146519,2023-12-06 10:35:03,2023-12-06 10:35:41,38,inbound,answered,1128228,093463886632555,985852066085558,voice,26.701583862305,46.960372924805
94fa2ca0-f323-4405-873b-f31edd2212d2,c,314177779281993,+4073651634,553958945586934,2024-03-05 18:28:26,2024-03-05 18:29:31,65,inbound,answered,11657,632787139218339,523398059629396,voice,26.70742,46.964836
d2c80d4f-faee-43a7-9b80-3064f91e1cc4,c,954038794655658,+4073900821,725980833214568,2024-01-31 11:17:50,2024-01-31 11:18:21,31,inbound,answered,46500925,444820641590283,525305314010419,voice,26.694677,46.96064
00bbe520-6623-4073-ac48-8f1d0451bb46,c,357224576510965,+4073975792,987882380860064,2024-01-11 06:36:32,2024-01-11 06:37:08,36,outbound,answered,17341,038133335424387,484090528633351,voice,26.727076,46.963142
42923e6a-4386-4ebd-9792-f90428244efb,c,840853575010859,+4073254412,726042979266522,2024-02-21 14:10:58,2024-02-21 14:11:53,55,outbound,answered,1128228,027126222601122,657495557930107,voice,26.701583862305,46.960372924805
fe51d532-cac1-4a3d-8ba9-1a9ce9488424,h,674326867136593,+4073903547,640285672821414,2024-01-17 11:31:42,2024-01-17 11:34:14,152,inbound,answered,34114,909045978067305,263219370270677,voice,26.672744750977,46.960372924805
8148c6be-1de7-438e-802a-abcf04f6b4dd,a,873794224374748,+4073838279,544808055773604,2024-02-09 15:48:46,2024-02-09 15:49:19,33,outbound,answered,14114,023153696521975,752339566331075,voice,26.686821,46.960373
cd40ac4c-7537-41e5-aa2d-176218c81113,b,832674287808389,+4073448037,414964855037211,2024-01-31 08:25:22,2024-01-31 08:25:46,24,inbound,answered,1131459,922749998355816,598672286531143,voice,26.705703735352,46.960372924805
647a0e37-9366-4dd1-9b4e-bcd27702cd02,b,252651028341829,+4073157794,461776308222275,2024-01-29 10:38:12,2024-01-29 10:38:54,42,outbound,answered,1131456,252353959701313,729221942493658,voice,26.669998168945,46.960372924805
b8aa55b9-9985-4d9f-a163-2e8019efa607,h,758077814805387,+4073797848,689115919785647,2024-01-03 16:08:15,2024-01-03 16:08:17,2,inbound,answered,34114,906331268406564,647883833227414,voice,26.672744750977,46.960372924805
4a7360f2-220e-413d-ad1b-bc8c10d38fb2,c,810842157091453,+4073431294,913656419886721,2024-01-25 15:44:14,2024-01-25 15:44:25,11,outbound,answered,46500925,218775441831517,067053587148296,voice,26.694677,46.96064
f04d5cea-11c1-43fe-8a27-252e9654f123,c,863078181602734,+4073655389,560149199071904,2023-12-06 06:13:48,2023-12-06 06:13:51,3,outbound,answered,1131453,553621869676185,191575174024755,voice,26.700210571289,46.96174621582
79b3faab-e0f2-4bec-bc0c-2bc6571a936f,a,711962987592922,+4073365666,900582298975000,2024-02-09 15:00:34,2024-02-09 15:01:55,81,outbound,answered,46500928,458561113809100,202318196138170,voice,26.653112,46.96088
8233354f-9402-449d-b7ee-fa4a53ff65b3,b,365052201445268,+4073318768,587969522708291,2024-02-21 10:20:27,2024-02-21 10:21:14,47,inbound,answered,1131456,623848956118793,996367696090813,voice,26.669998168945,46.960372924805
69f3770c-a9d3-4128-a03f-e96220df0ab0,d,527632520098629,+4073106868,495861480241996,2024-02-22 12:43:02,2024-02-22 12:44:11,69,inbound,answered,46501828,719626323940167,426174320582608,voice,26.724325,46.963288
83b7eef0-e264-4be2-9595-7c86dc1c2225,c,598878392516339,+4073940187,058701339494381,2023-12-06 11:29:00,2023-12-06 11:29:15,15,outbound,answered,14114,701281376217898,252727460803351,voice,26.686821,46.960373
4ee66c9d-7f11-4987-a234-7e6a8d224585,b,180769292937302,+4073800094,206315848716929,2024-01-23 11:33:30,2024-01-23 11:33:38,8,inbound,answered,34114,320791304389427,778771475981698,voice,26.672744750977,46.960372924805
a0ee0fcc-d555-4433-8e40-3c5f0e9cea6c,c,002316972207112,+4073460960,959498373664151,2024-02-02 05:34:49,2024-02-02 05:36:02,73,outbound,answered,46581634,830354951792294,415701470564926,voice,26.724525,46.96397
915503bb-a5e1-4717-b3e4-49d2cc401621,c,349920046950853,+4073745570,851366614249023,2024-01-10 10:59:45,2024-01-10 11:00:22,37,outbound,answered,1131453,026775436511666,906701490764759,voice,26.700210571289,46.96174621582
fb0e0562-a7c2-4210-81cf-877f0b3518ac,a,488060229597626,+4073837403,464910399271080,2023-12-09 18:22:53,2023-12-09 18:23:53,60,outbound,answered,17341,319047867359179,775184931069558,voice,26.727076,46.963142
d1ce08b1-963a-457a-ba3f-67ae815395c6,a,942432915686684,+4073598475,387042605136050,2023-12-07 10:26:22,2023-12-07 10:27:34,72,inbound,answered,31822,937812130568864,593072572321458,voice,26.700210571289,46.989212036133
49f05d41-d587-4545-b73c-a6c9470b8d93,h,903107228363336,+4073751427,174304431333373,2024-02-07 08:30:47,2024-02-07 08:30:49,2,outbound,answered,1166226,074425032538548,190837619314323,voice,26.707077026367,46.976852416992
fe488958-1bd6-48fc-a20b-c2668115c52d,a,820130312201803,+4073799756,877544360479659,2024-02-20 08:08:36,2024-02-20 08:09:19,43,outbound,answered,14114,475387564119299,385127257449211,voice,26.686821,46.960373
a3cc3e71-cb1a-47bb-851f-692e2be85826,b,314810402125551,+4073276046,725624760298167,2024-01-04 16:42:23,2024-01-04 16:43:58,95,outbound,answered,46581634,008758655513712,680817844398998,voice,26.724525,46.96397
7e83c0d1-39c7-4b6e-a216-3bf82b8d796c,b,643793304353301,+4073584335,572052607910289,2024-02-01 13:16:20,2024-02-01 13:17:42,82,outbound,answered,1128228,904369719342627,533773007329471,voice,26.701583862305,46.960372924805
daeb4a8d-8627-4be7-a49d-41ed37af1af6,a,520415428352989,+4073546619,830566753027118,2024-01-05 05:18:00,2024-01-05 05:18:17,17,outbound,answered,85345213,354236419859553,593601091652666,voice,26.731099,46.964095
4a98f7f5-3bc7-4e76-a880-38cf3f5c5e15,c,307373513895350,+4073881133,774945498052005,2024-02-09 13:24:35,2024-02-09 13:24:58,23,inbound,answered,46581634,425089178735926,815538534854821,voice,26.724525,46.96397
2373a8d2-2ded-4568-8800-2557341e030e,d,901385556846232,+4073493353,189633609598370,2024-01-26 13:50:19,2024-01-26 13:50:49,30,outbound,answered,46581634,608682482328811,898387200146174,voice,26.724525,46.96397
bd44cab3-59d2-4884-82e6-7f9e76147c4c,a,638931344472385,+4073526844,344014063308408,2024-01-25 13:01:46,2024-01-25 13:02:35,49,outbound,answered,11657,494764621123262,579111302627914,voice,26.70742,46.964836
287042d5-5c32-45d2-8cc7-8f93dede4628,b,852366640521736,+4073380074,842534837749096,2024-01-18 12:40:54,2024-01-18 12:41:55,61,inbound,answered,46500928,467835366881435,564044160703730,voice,26.653112,46.96088
639941e9-0f63-4f13-823d-4f96e8e31dad,b,532192014028497,+4073023817,864204902524633,2024-02-09 10:34:32,2024-02-09 10:34:41,9,outbound,answered,11657,116702747816884,680122234160931,voice,26.70742,46.964836
9091a308-4451-4f28-a2e9-23815614d2d2,a,786304217720893,+4073782736,558825208286128,2024-01-25 17:26:30,2024-01-25 17:26:54,24,outbound,answered,34114,293817802288856,382527608808625,voice,26.672744750977,46.960372924805
b168c476-6592-40dd-8d43-4ee3b6a3c06f,a,614783402768000,+4073241291,838582841933728,2024-02-21 06:36:28,2024-02-21 06:36:30,2,outbound,answered,1145934,331548988724625,518514775407009,voice,26.728135,46.971818
ba758bea-bceb-4b94-a834-20bcd0ba931e,b,054418603425512,+4073229226,768094310068740,2024-03-05 12:41:43,2024-03-05 12:42:09,26,outbound,answered,11254,999140638019786,321040558984046,voice,26.718065,46.972715
485d7fb3-9650-495b-8f86-12824926c220,a,674343672236883,+4073696074,316304546087203,2024-02-02 10:21:37,2024-02-02 10:21:39,2,inbound,answered,85345213,986458084018755,512837950405154,voice,26.731099,46.964095
064f0259-db8c-4b8f-ac1d-b5255b75fe39,a,852330061074152,+4073992140,469504330271219,2024-03-05 09:17:33,2024-03-05 09:19:15,102,outbound,answered,11657,715461759523773,054048269407623,voice,26.70742,46.964836
a2272db9-95bb-4d00-a216-2a25aa6c143b,c,095042277163019,+4073271551,963557209244527,2024-01-26 05:40:18,2024-01-26 05:40:54,36,outbound,answered,15057,393742194880999,305716592111989,voice,26.728363,46.96312
b79dcb1e-e731-4c82-89cc-93dbbad13e9b,c,094784316624197,+4073507306,404254911889157,2024-01-14 10:38:48,2024-01-14 10:40:07,79,inbound,answered,11657,898508000629066,383672515883114,voice,26.70742,46.964836
67415a0b-c51b-492e-9ee8-484a2bac56ea,a,980613447387474,+4073107945,201915505124205,2023-12-14 12:29:02,2023-12-14 12:30:46,104,outbound,answered,46581634,879697611581663,980459817878434,voice,26.724525,46.96397
c3932a99-d006-44c6-8479-03fa816af7cf,a,200813338815846,+4073491991,839815391340215,2024-01-19 06:18:15,2024-01-19 06:19:30,75,inbound,answered,85345215,173764123079528,861213815145468,voice,26.668625,46.960373
c9d01c4d-3b9b-46a9-80a5-bd103f24858e,b,946613046092366,+4073361581,431464700689257,2024-01-17 11:36:30,2024-01-17 11:37:26,56,inbound,answered,85345213,786446448720708,031047020562850,voice,26.731099,46.964095
bcb86f39-0c58-487e-a7b2-a59b67da1e37,a,172722887926182,+4073793478,729814199766338,2024-01-08 16:26:59,2024-01-08 16:28:30,91,outbound,answered,1166226,847061845414563,436641827288089,voice,26.707077026367,46.976852416992
fa603614-8efa-4b8b-9437-74a6250ab7c4,c,611256737708616,+4073295647,679433804628426,2023-12-06 12:49:00,2023-12-06 12:49:02,2,outbound,answered,1166226,219155130104269,725578832634419,voice,26.707077026367,46.976852416992
98581142-17c7-475c-ad3a-724f2a57c388,a,962500289655127,+4073110751,989191742606895,2023-12-07 15:25:20,2023-12-07 15:26:37,77,inbound,answered,1145934,214186394682014,769657993356576,voice,26.728135,46.971818
5d22e931-c047-4727-9593-76d0a1a7ec46,c,396381179030970,+4073855791,715198527144006,2024-01-26 13:34:37,2024-01-26 13:35:08,31,inbound,answered,44116,318747856100792,880449569632647,voice,26.689418,46.963222
5d2780d6-34de-41cd-a16b-a39174d8e000,c,740525319152389,+4073714781,659825428990725,2024-02-21 10:59:05,2024-02-21 10:59:13,8,outbound,answered,31822,672493412985438,511020187672285,voice,26.700210571289,46.989212036133
d73f0fd1-39ea-4d79-8a2c-130da9d10c61,b,894940227901706,+4073287489,038262068384012,2024-01-26 10:22:57,2024-01-26 10:23:44,47,outbound,answered,1145934,760933227066428,854760456400605,voice,26.728135,46.971818
d826f13c-9892-407e-b9e9-14dee78c1894,d,108968269612697,+4073801076,969000783988939,2024-01-16 16:34:00,2024-01-16 16:35:08,68,inbound,answered,17341,530524787551213,092307573056329,voice,26.727076,46.963142
cdd34dcb-0a68-49b4-b1d6-990b024a41c6,d,817972259335982,+4073218027,617378185140417,2024-02-21 15:27:00,2024-02-21 15:28:39,99,outbound,answered,11657,856595832719402,881865376822894,voice,26.70742,46.964836
3f39a656-8e29-4ef8-9732-d391b6693879,a,871706458544346,+4073498050,886344867777905,2024-01-26 12:30:10,2024-01-26 12:30:17,7,inbound,answered,14114,275405638112707,031377047953150,voice,26.686821,46.960373
3faa3e8f-b00e-42f4-b4d9-c6665aef0dff,d,380107950380245,+4073835512,759602466595672,2024-01-13 14:30:21,2024-01-13 14:32:17,116,inbound,answered,1131459,611795009929660,631552267038270,voice,26.705703735352,46.960372924805
239fe089-fe19-4851-b336-96123d3e7963,c,664107344133938,+4073819040,084024310230424,2024-03-05 09:42:47,2024-03-05 09:42:49,2,outbound,answered,1131456,162513300974417,500286881085447,voice,26.669998168945,46.960372924805
daa3e480-ac50-4dd8-9f16-98677ba9b2d4,b,627135105267014,+4073165072,387656641501415,2024-02-14 08:31:25,2024-02-14 08:32:01,36,outbound,answered,46501828,888390988900393,306961109219865,voice,26.724325,46.963288
7b8d57a3-6115-4c85-9258-b2fe1da04f25,c,114396980194136,+4073235431,869040350455826,2024-01-23 16:17:48,2024-01-23 16:18:46,58,outbound,answered,14116,216887087138561,357325897497508,voice,26.726441,46.965535
ab15bab6-aae7-4d0e-beb9-6937106f5f99,a,902922069170343,+4073812663,373682659050564,2023-12-29 15:59:30,2023-12-29 15:59:56,26,inbound,answered,11657,768063863685254,760289525563859,voice,26.70742,46.964836
015cfe2a-e5e9-43ef-bd91-321c9b83c099,c,139947899786794,+4073939948,034187503195375,2024-03-05 12:56:58,2024-03-05 12:57:35,37,inbound,answered,31822,132142739980263,903307705118101,voice,26.700210571289,46.989212036133
78fe092c-2161-4a56-9be8-087832ed98c1,c,118603248824318,+4073242959,233545865773849,2024-02-22 08:19:30,2024-02-22 08:21:24,114,outbound,answered,1131453,618266894830268,650360724111456,voice,26.700210571289,46.96174621582
b496db01-77ae-417e-b0a2-51326fa3b2f7,a,021222801854630,+4073201187,102188600943690,2024-02-16 08:10:36,2024-02-16 08:11:07,31,outbound,answered,34114,581728223279733,125673724753874,voice,26.672744750977,46.960372924805
168bbca4-30e9-4423-bd5f-bb3639e4fc5a,d,293420873860756,+4073490100,596084549865399,2023-12-19 07:01:33,2023-12-19 07:03:14,101,inbound,answered,85345213,095766488515572,036209684684670,voice,26.731099,46.964095
df72c5e4-bc68-4be3-9513-edf96105a0b9,c,908484651043725,+4073552864,919631087378546,2024-01-23 16:30:35,2024-01-23 16:31:31,56,outbound,answered,17341,971105656003105,996023839789579,voice,26.727076,46.963142
af3bcca6-5133-4996-acc0-24af5ba644d1,b,852135272246511,+4073386663,447192537969621,2023-12-15 12:34:27,2023-12-15 12:34:47,20,inbound,answered,11254,956654150559645,592019784422633,voice,26.718065,46.972715
fe620b42-ee6a-4fad-928a-c764378402b1,c,671948682924565,+4073130283,709492836426575,2023-12-06 09:50:24,2023-12-06 09:51:35,71,outbound,answered,14116,630698443052170,842444246047248,voice,26.726441,46.965535
503de76a-69ca-4340-aac1-cba0dd7ea8f2,b,615684599513351,+4073979718,264195278589510,2024-01-25 16:21:44,2024-01-25 16:22:45,61,inbound,answered,46581634,704671047450340,815687873255640,voice,26.724525,46.96397
4aaa5170-64bf-44fd-9641-35df589d2ed3,b,452581228523103,+4073554795,505833481444615,2023-12-29 15:26:34,2023-12-29 15:27:31,57,outbound,answered,17341,711146378101368,166452451219822,voice,26.727076,46.963142
3737dea0-e984-46c9-94a8-3900d70b770c,a,553956454005174,+4073593172,309959004764552,2024-01-16 06:31:45,2024-01-16 06:33:09,84,inbound,answered,46581634,052137566049370,835547048508628,voice,26.724525,46.96397
37ac5576-540b-44fb-93d3-f2371032b371,c,694813617224181,+4073603401,485686032195591,2024-01-31 09:13:08,2024-01-31 09:13:56,48,inbound,answered,3353987,391376861157867,372796996680099,voice,26.651115,46.963806
01d222c7-072b-4ef4-9a08-2182389263eb,c,825552992905519,+4073115480,835769180862168,2024-01-25 19:20:21,2024-01-25 19:20:23,2,inbound,answered,1131459,821457259005886,292571620415915,voice,26.705703735352,46.960372924805
6be40c16-c4b9-4acf-80c3-5c61b75c6839,c,708016829756557,+4073128562,413463935632262,2023-12-06 17:28:17,2023-12-06 17:29:05,48,inbound,answered,1131453,545354822073992,481204567477832,voice,26.700210571289,46.96174621582
94734db2-20fb-4356-bca7-5d2643eadcab,a,313489395628025,+4073334043,634714814694307,2024-03-05 12:00:29,2024-03-05 12:01:59,90,inbound,answered,14116,767888140602175,630285725628212,voice,26.726441,46.965535
808d76aa-feff-4b48-b1be-545805574686,b,226558223480130,+4073704160,906552319617748,2024-02-21 12:20:00,2024-02-21 12:21:04,64,inbound,answered,85345213,693000243456839,718518711116216,voice,26.731099,46.964095
03489231-0db0-4b30-8f3a-a97b068d187f,d,490105226979320,+4073089478,424695560229317,2023-12-06 08:53:18,2023-12-06 08:54:15,57,outbound,answered,85345215,605331368018902,390513466983883,voice,26.668625,46.960373
8c265216-0ed4-48c8-9b37-9663b0e7e1b6,d,078559317266600,+4073841019,979244885474723,2024-01-25 12:27:12,2024-01-25 12:28:01,49,outbound,answered,46581634,822469612429940,261360404406631,voice,26.724525,46.96397
869fdfc9-4a5c-47da-8a46-44800256d290,e,508453959905544,+4073013824,164586551325783,2024-02-19 12:35:15,2024-02-19 12:36:21,66,outbound,answered,46581634,392357119768423,673507776940530,voice,26.724525,46.96397
91f2beb2-55a3-41b3-93c9-b6ae6b22ce27,c,289114545964733,+4073827533,072265866509676,2024-02-21 11:27:24,2024-02-21 11:28:29,65,inbound,answered,17341,265589889696526,753103539744159,voice,26.727076,46.963142
48f7a30e-a334-48a3-9eeb-caa470d971cc,c,917381049196131,+4073945285,515671417962592,2023-12-25 13:12:28,2023-12-25 13:13:27,59,outbound,answered,46500928,112215649218653,355594061451500,voice,26.653112,46.96088
6f3e607e-7d19-4b36-aa00-f3d924314ed4,b,771696838170660,+4073858457,077317078320333,2024-02-19 12:12:02,2024-02-19 12:13:12,70,outbound,answered,14114,249732753054644,039290846902295,voice,26.686821,46.960373
be4d7d4a-5506-43a9-b977-b5d87c92b174,d,038340369081982,+4073143256,293223108301372,2024-01-29 10:39:27,2024-01-29 10:39:48,21,inbound,answered,1131459,244940077081352,264038740347591,voice,26.705703735352,46.960372924805
a9650042-f2d3-4ab9-95da-f1777ac45ddd,c,877743759234443,+4073930868,306739664698409,2024-01-03 13:17:00,2024-01-03 13:18:28,88,outbound,answered,85345213,687773120118625,162619353173332,voice,26.731099,46.964095
58a6e0b4-2e00-49bd-8dda-0734465c4471,c,483098187728180,+4073952338,585252605807012,2023-12-29 10:23:42,2023-12-29 10:24:36,54,outbound,answered,1131453,465189448882098,872465163189864,voice,26.700210571289,46.96174621582
1816365c-3a98-46d9-842c-7bbe4d39bd07,b,854217180441330,+4073742347,378064052760312,2024-01-26 13:35:53,2024-01-26 13:35:55,2,inbound,answered,46500925,022234133383477,099516155180034,voice,26.694677,46.96064
59099afd-0078-4f83-8598-061eaafadaf7,a,663032518598383,+4073953830,774918476701405,2024-01-15 06:35:48,2024-01-15 06:36:32,44,inbound,answered,1131453,507731505363018,275842280772156,voice,26.700210571289,46.96174621582
dc844e48-15e6-4de8-bb9e-c4c9c7919f44,b,650957419200944,+4073600495,927399335423442,2024-01-22 05:46:47,2024-01-22 05:47:03,16,outbound,answered,1131453,373247828920370,120353723887705,voice,26.700210571289,46.96174621582
62fc76bc-1e6f-4a1e-b708-42eb8d4e9aa9,b,707336981560165,+4073249087,038813189492451,2024-02-12 06:24:42,2024-02-12 06:25:39,57,outbound,answered,17341,251451854544392,955480933087387,voice,26.727076,46.963142
a8aa59d6-c3b1-472e-9a4b-3ee08f80086f,c,421310122997095,+4073240216,281994644119658,2024-01-16 09:37:24,2024-01-16 09:38:13,49,outbound,answered,11254,310688259995997,764655661552951,voice,26.718065,46.972715
0972016a-74dd-409f-893a-77eef2c552ea,c,931698938724715,+4073293447,318236903484954,2023-12-08 11:08:29,2023-12-08 11:09:17,48,inbound,answered,14114,216614715596699,292318742165113,voice,26.686821,46.960373
855c844f-1c9d-4d93-be7d-0cfd6d2db81e,d,278555287677045,+4073133581,066799393392951,2024-02-14 11:45:07,2024-02-14 11:46:12,65,inbound,answered,85345215,963257697731011,636251074249452,voice,26.668625,46.960373
d5e7363f-19e9-4931-8067-59de1b72f4fe,c,117309001340904,+4073413622,012933667195593,2024-02-23 15:28:30,2024-02-23 15:28:58,28,outbound,answered,44116,445792487314392,603302800694338,voice,26.689418,46.963222
3e7ea555-e509-4e0a-9c8a-a527c8e09ac6,a,553784265600060,+4073789412,211593649901708,2024-01-26 12:59:31,2024-01-26 12:59:33,2,outbound,answered,46501828,479406850877886,388804513867491,voice,26.724325,46.963288
61ffedfc-6863-40fc-ac32-256a4845b860,c,998293700888348,+4073610353,111106888067462,2023-12-17 18:33:36,2023-12-17 18:34:24,48,inbound,answered,1131459,142660253107219,135456485585851,voice,26.705703735352,46.960372924805
9551f54f-f061-47db-abea-71ccad7e6de4,b,363285965335098,+4073864177,461204979248761,2024-01-25 15:59:26,2024-01-25 16:00:17,51,inbound,answered,85345213,827390953941974,498710183490124,voice,26.731099,46.964095
1d8886dd-163d-41bd-8841-c8303c866bfe,c,360616065458362,+4073094910,156145202735432,2024-01-31 09:39:27,2024-01-31 09:39:46,19,outbound,answered,14116,816316634368190,938689751501914,voice,26.726441,46.965535
66626ca5-cfa4-4256-99e2-38b202e2bc8c,b,891368989480713,+4073707559,820275674938582,2024-02-23 11:20:32,2024-02-23 11:21:18,46,outbound,answered,44116,729594986351205,445049875318989,voice,26.689418,46.963222
5f42b005-9f24-48be-9e50-e33c79a82ca6,d,042063955496240,+4073723233,896784043735934,2024-03-05 15:30:22,2024-03-05 15:31:15,53,inbound,answered,17341,259209527787802,408237820833374,voice,26.727076,46.963142
f8d31027-dcc5-432c-976c-c16353268787,c,399763603644887,+4073243273,008031531214223,2024-01-10 13:54:09,2024-01-10 13:54:53,44,outbound,answered,46501828,392387649817157,684646906247582,voice,26.724325,46.963288
04d48235-2f44-41a5-9007-7d535b1f5a00,d,337570227712798,+4073403542,210465742964520,2024-03-05 10:24:20,2024-03-05 10:25:56,96,outbound,answered,1145934,294070725907224,996335762512691,voice,26.728135,46.971818
6d485052-7115-4d0f-90d0-08629e77492b,c,360030014826729,+4073041439,710790991972186,2024-02-21 11:13:59,2024-02-21 11:15:10,71,inbound,answered,1166226,097088096828029,163081475084845,voice,26.707077026367,46.976852416992
